,linkPoster,name,role,time,content,content_img,react_list,comment,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
803,No link,Người tham gia ẩn danh,Thành viên,27 tháng 9,chỉ cách có bồ nhanh nhất đi mấy ní ơi!!,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,597.0,595.0,579.0,554.0,467.0
804,No link,Người tham gia ẩn danh,Thành viên,27 tháng 9,ĐA SỐ CÁC CẶP ĐÔI YÊU NHAU TRÊN ĐẠI HỌC XONG ĐỀU CHIA TAY SAU KHI RA TRƯỜNG ::)))),No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,598.0,596.0,580.0,555.0,468.0
805,No link,Người tham gia ẩn danh,Thành viên,27 tháng 9,Không đi khám sức khoẻ có sao không ạ? Em có lí do chính đáng không thể đi huhu,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,599.0,597.0,581.0,556.0,469.0
806,No link,Người tham gia ẩn danh,Thành viên,27 tháng 9,Mn cho mình hỏi đợt tốt nghiệp hồi tháng 8 lần 3 khi nào được nhận bằng ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,600.0,598.0,582.0,557.0,470.0
807,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,Trường mình có ai có máy ảnh mà muốn cho thuê kh ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,601.0,599.0,583.0,558.0,471.0
808,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,"Treo 2 mắt kính bạn lấy 1, bạn chừa 1 . Kính mình để trong nón bạn treo ra xe giúp nữa. Sao bạn tử tế quá vậy.  Bạn ăn cắp cho mình xin lại mắt kính ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,602.0,600.0,584.0,559.0,472.0
809,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,Cs cách nào để cs ngiu hămm ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Anh Dương', 'content': 'Hăm'}]",603.0,601.0,585.0,560.0,473.0
810,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,"B gì ơi trả tiền mình đi mà có 50k nhắc quàiiii à,nói ai tự biết nhaaaa,thấy b cũng cưng ghê,cưng vô lây",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment,604.0,602.0,586.0,561.0,474.0
811,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,Mọi người cho em hỏi giờ đổi ngành được không ạ :((,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,605.0,603.0,587.0,562.0,475.0
812,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,ăn mỳ cay hôngggg,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,606.0,604.0,588.0,563.0,476.0
813,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,Làm gì khi biết bạn cùng phòng lén lút lấy quần áo trong tủ của mình mặc nhưng ko có chứng cứ ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '4', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,607.0,605.0,589.0,564.0,477.0
814,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,bạn nào để quên chìa khoá xe phòng 308-A5 thì ghé bảo vệ chỗ giữ xe lấy he,{0: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/461191282_549995931044679_7202927987396421977_n.jpg?stp=dst-jpg_p180x540&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHPgeqs9QFxydwXxmXfoYMlzv88MDjq8NrO_zwwOOrw2pL7b6WJFLEJCDlBrwuSIjS-shpKpaL8KrRDXCYw7PNm&_nc_ohc=1F7vGNyvZuIQ7kNvgHT8lCm&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=A3L83clV2JTZNp1bFNKQfSh&oh=00_AYCadLiNHyBEgthbtdPDQU2SkOst3jHg7w7inONJFjeJXQ&oe=673F9966'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,608.0,606.0,590.0,565.0,478.0
815,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,"Mn cho e xin vài lời khuyên vs ạ. Bạn cùng phòng vs e bị sao í, bạn k hiểu lời e nói hay bạn cố tình làm vậy nx. Ngay từ đầu đã chấp nhận ở chung vs nhau rồi thì bọn e đều thống nhất nói ra những cái khó của bản thân để cùng tránh. E bị khó ngủ nặng ( chỉ 1 âm thanh nhỏ cũng đủ làm e giật mình ) và lâu lâu còn phải dùng thuốc ngủ để được ngủ trọn giấc. Và khi về ở với nhau giai đoạn đầu thì mọi thứ đều oke hết nhưng sang đến tuần 2 thì như bị đảo lộn vậy. Sáng mai đi học sớm thì tối e đã dặn đi ngủ sớm rồi mà bạn vẫn coi tiktok cười ha há tới hơn 2h sáng 
. Sáng đi học về mệt thì lo tranh thủ ăn rồi ngủ tí 12h30 học, vâng bạn vẫn ồn ào như thể phòng này chỉ có mình bạn ở. Bạn có tai nghe nhưng chẳng bao h dùng ( e đã đeo tai nghe nhưng âm thanh máy bạn át lun cả tiếng ồn trắng e bật để ngủ luôn ạ).Thật sự luôn, e khó chịu nên giả tạo tiếng ho để bạn biết í, thì oke biết í nên mở nhỏ lại tí nhưng 5 10p sau lại như ban đầu. Hôm sau e cũng nói lại lần nữa là e bị khó ngủ, bạn cũng oke. Vâng và cả tuần nay e không thể ngủ trọn giấc bữa nào ạ. Trong khi bạn ngủ thì e có vô ý thức như bạn đâu? Nhiều khi e nghĩ e phải mở to lên như cách bạn làm vs e để hiểu bạn ồn ào cỡ nào, nhưng thôi e cx bỏ ý nghĩ đó vì e k thể xấu tính như bạn đc. Anh chị cho em lời khuyên lựa lời nói vs bạn ạ. E cảm ơn ạ
P/s: nếu m đọc đc bài này thì giữ Ý THỨC chung giùm t "" con giun xéo lắm cũng quằn """,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,609.0,607.0,591.0,566.0,479.0
816,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,Cho em hỏi là năm nhất học lấy bằng toeic xong mình lấy giấy chứng nhận nộp cho trường làm chuẩn đầu ra thì đến năm 4 mình có cần nộp lại bằng chứng nữa kh ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,610.0,608.0,592.0,567.0,480.0
817,No link,Người tham gia ẩn danh,Thành viên,26 tháng 9,Cho e hỏi ac nào pass sách tin học đại cương tin học cơ sở của cô lê thị thanh bình kh ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,611.0,609.0,593.0,568.0,481.0
818,No link,Người tham gia ẩn danh,Thành viên,25 tháng 9,dạ trường mình có lịch nghỉ tết chưa ạaa,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thảo Hiếu', 'content': 'Có rồi'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Thảo Hiếu dạ ngày bnh vậy ạa em nôn về quê ăn tết ròiii'}]",612.0,610.0,594.0,569.0,482.0
819,No link,Người tham gia ẩn danh,Thành viên,25 tháng 9,Mình muốn tìm một bạn ở ghép trọ khoa gdth bạn nào muốn ở ghép cmt mình ib nha,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,613.0,611.0,595.0,570.0,483.0
820,https://www.facebook.com/groups/1976889476160045/user/61558410909956/?__cft__[0]=AZXcl164QJ3ahPP6qXgK6Y8OW6f1-euwQFTcmPJP-vc3cq42TLf6fMwNGxOOL_1AFgeKXxdn63cpv9E_Z-Jdky_qdveOIYYryGVs7frN2n3jYAk6B7LDMbNrtV3e9dxhwp98_8sK5egVE99xs0NpPKXpnoePJX23STCkyIgdpaEY7jbdFYv7wI-LdQTBfzAfZsWwaYAq0Wb6PilQfxIt4dKu&__tn__=-UC%2CP-R,Sinh Viên Sài Gòn Confessions,Quản trị viên,"Quản trị viên
   25 tháng 9","Chào mừng các thành viên mới!
Châu Nhi,
Đào Thị Phương,
Long Đinh,
Lê Nguyệt,
Phạm Nguyễn Đan Thiy,
Thanh Trang,
Nguyễn Khả Dương,
Nguyễn Lan Hương,
Diệu Thảo,
Thanh Pham,
Ngọc Hân,
Tú Nhi,
Lưu Đỗ Trường Huy,
Lương Tố Lương,
Trần Thị Mỹ Duyên,
Nguyễn Thế Lực,
Nguyễn Đông Hạ,
Lani Đỗ,
Nguyễn A.Thư,
Bảo Hânn,
Phạm Hoài Giang,
Mỹ Hằng,
Tố Uyên,
Như Ý Lê,
Táo Sad,
Thái Doang,
Chị Xô,
Nay H Uyen,
Chu Thị Diễm,
Nalar Neyugn,
Ánh Dương,
Quynh Anh,
Nguyễn Ngọc Minh Trí,
Trương Hà,
Thúy Hằng,
Tuệ Nhi,
Hà Khánh Ly,
Quỳnh Trần,
Thủy Tiên,
Hoàng Cường,
Bảo Lâm Gia,
Tuấn Linh,
Thanh Sang,
Phạm Hồng Phúc,
Nhan Xuan,
Mỹ Tâm,
Nhat Huy Phung,
Ngọc Huyy,
Nguyễn Thị Tường Vi,
Ngoc Diep,
Thao Nguyenn,
Phuong Nguyen,
Tăng Văn Thịnh,
Thanhh Thuỷy,
Vương Hợp,
Phuong Thao,
Nhí,
Đồ Giang Nhi,
Quan Le,
Huỳnh Quốc Đại,
Bùi Phương,
Hồng Lương,
Tony BarBer,
Đết Manuel,
Nguyễn Thị Nguyên,
Võ Ngọc Cát Tường,
Thư Lê,
Phương Dung,
Thư Thư,
Thanh Thao,
An Tâm,
Hà Thu Hằng,
Tuyền Nguyễn,
Nguyễn Thị Thu Hằng,
Hiếuu Nuôi,
Trà Giang,
Duyên Võ,
Võ Thùy Trâm,
Nguyễn Thị Hằng Nga,
Phan Trân,
Ngọc Quyên,
Hồngg Thắmm,
Nguyễn Thị Minh Thư,
Nguyen T. Dung,
Thúy Hà,
Lê Thị Thanh Nhài,
Phan Xuân,
Thaoo Nhaan,
Quảng Nguyễn NhưÝ,
Nou Na,
Kim Hà,
Nguyễn Hồng Minh,
Trinh Lê,
Lê Lang,
Nguyên Khánh,
Trâm Phạm,
Nguyễn Khánh Quỳnh,
Duyên Lê,
Nguyễn Trần An,
Huyền Huyền,
Trần Lê Thanh Tuyền,
Huỳnh Thị Thanh Tuyền,
Uyên Phan,
Thi Minh,
Khánh Hoàng Lê,
Thiên Phú,
Lan Lan,
Nguyen Tue Linh,
Ha Nguyen,
Nga Linh,
Thanhh Hằng,
Trần Thị Nga,
Hằng Pà Dung,
Hà Nhi,
Minhh Hiếu,
Tấn Vinh,
Thu Hường,
Lam Phương,
Trịnh Hà,
Thuyy Linhh,
Nguyễn Hiền Lương,
Trần Ngọc Tân,
Phan Thảo Ly,
Phan Vy,
Na Na,
Đặng Thị Phương Linh,
Hạnh Trương,
Bảo Duyên,
Bùi Phan Ngọc Hân,
Thắng Trần,
Như Nguyễn,
An Lê,
Minh Châu,
Thùy Trang,
Ly Sân Ni,
Tố Uyên,
Nguyễn Phương Thảo,
Thùy Trâm,
Trần Minh Trí,
Ngo Phan Nhu Quynh,
Khuê Trần,
Bích Ngọc,
Hoàng Văn Nghĩa,
Tú Ngô,
Quỳnh Thơ,
Nguyễn PhươngAnh,
Ngọc Chi,
Trịnh Thu Hiềnn,
Đà Phuc,
A Lăng Duy,
Hiếu Lê,
Nguyễn Mẫn,
Đặng Trâm Ah,
Huy Quang,
Tuan Nguyen,
Thai Bao,
Bùi Thuỷ,
Nguyen Phuong Anh,
Mỹ Oanhh,
Đặng Thùy Trang,
Trần Viếng,
Bảo Ngọc,
Nguyễn Thảo,
Nguyễn My,
Thuc Anh,
Ngọc Ánh,
Huong Giang,
Thuy Thu,
Nguyễn Sĩ Vũ,
Huỳnh Thắng,
Lương Hoàng Yênn,
Dương AnhQuý,
Đức Tài,
Anh Juno,
Quỳnh Trang,
Thu Cẩm,
Naa Angela,
Lê Trà,
Nguyễn Như Hạ Quỳnh,
CaoVăn An,
Trần Thảo Vân,
Nguyễn Hoài Bảo,
Hồng Thắm,
Đinh Võ Phuong Anh,
Đào Yến,
Nguyễn Hồng Nhung,
Trần Thị Phương Nhi,
Chi Trà,
Nguyễn Nữ Thảo Vy,
Khánh Ly,
Trần Minh Thiện,
Puih Quang,
Kim Giới,
Nguyễn Thảo My,
Tiên Võ,
Ice Truong,
Thanh Sơn,
Kiều Trâm,
The Anh Trinh,
Trần Thu Thương,
Hương Quỳnh,
Dũng Dương,
Thùy Thùy,
Yến Ngọc,
Gia Bảo,
Hương Trà,
Nguyễn T. Thái,
Ng Huyen,
Thị Loan,
Kiều Trinh,
NH Dương,
Võ Đoàn Thanh Thùy,
Phan Thanh Hiền,
Thanh An,
Thục Nguyên,
Tấn Phúc.,
Hoai Trinh,
Lê Hồ Quỳnh Như,
Em Su Kem,
Bảo Vy,
Thanh Trâm,
Nguyễn Thị Thu Thương,
Nguyễn Thanh Sang,
Minh Quân Ngô,
Gia Bảo,
Văn Ngọc,
Tâm Thông,
Thanh Hùng,
Thông Thái,
Nguyễn Chi,
Anna Nhim,
Phan Anh,
Trần Thái Hưng,
Khanh Ng Quoc,
Huyền Trần,
Lily Nguyễn,
Lê Thanh Huy,
Thanh Tiến,
Ngọc Nhung,
Lan Nguyen,
Nguyễn Bely,
Trúc My,
Ngọc Annh,
Nguyễn Thảo,
Trâm Ngọc Trần,
Uyển Dư,
Nguyễn Hữu Ái Quốc,
Thanh Tâm,
Le Van Anh,
Thu Hiền,
Hoàng Thắm,
Bích Diệu,
Phương Thy,
Huynh Anh,
Võ Minh Nhật,
Giang Tran,
Lan Anh,
Phạm Thị Thuý Vân,
Hoai Anh,
Nguyễn Thị Như Quỳnh,
Minh Quang,
Trần Thương,
Ngọc Linh,
Nguyen Lam Phuong,
Trần Thị Thu Hoài,
Bảo Ngọc,
Mai Chi,
Hồ Hoài Linh,
Trịnh Trà,
Ny Ny,
Thanh Trúc,
Bong Sen,
Nguyễn Quang Huy,
Nguyễn Nhân,
Đặng Ngọc Dũng,
Trịnh Ngọc Hiển,
Thảo Uyên,
Na Lê,
Phạm Quỳnh Nga,
Thảo Linh,
Thanh Phương,
Nguyễn Chi,
Thao Nguyen,
Thu Hương,
Quỳnh Quỳnh,
Sanh Uma,
Hồ Hải,
Phương Phạm,
Hiên Núi,
Đức Nguyễn,
Thảo Vy,
Hát Hát,
Kiều Oanh,
Vân Ly Trần,
Đoàn Thị Ngọc Triều,
Phạm Thanh Tra,
Thư Thư,
Hoàng Thị Hương,
Phan Thu Hằng,
Bách Khoa",{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/461201364_122143627892280363_3063870124490676236_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEepo1XjcN8WNdsvZ1pdcH6a0lMy8raA_JrSUzLytoD8tYs7cubFbRJJY_4ea_DsqQFvUc6nthQoMtSEWw5q6DJ&_nc_ohc=M-uhYWeFJRAQ7kNvgGVkDdy&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AOzjnsJnIHXNvAxfYXTxWeP&oh=00_AYBOTrwrgFA3nQxhZbQPdFMgNcq82q2Rk6Y_4xmxi7qAKA&oe=673FA587'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,614.0,612.0,596.0,571.0,484.0
821,No link,Người tham gia ẩn danh,Thành viên,25 tháng 9,có ai nhặt đc chiếc chìa khoá nào k cho em xin với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,615.0,613.0,597.0,572.0,485.0
822,https://www.facebook.com/groups/1976889476160045/user/100025592671400/?__cft__[0]=AZXNxlZw2SqJ_moMOT_wKDllLRJUjeVyhksrXFRj6W8pI6xaMwp2n_1AERzvVZEp5jP54kwEcJS2mVdJT3Ug2Fp6DQxlrvQHrxIySMJZm563Fpb3F3gY8U-uqLFBjlEsx2d6TWbIlDESHMceaq8tCDnN7eX3Tjx96FxR-yg2UkQPQpxvNzPZjjP10Ab79KtuL1iihxbAjk4M03Sjv9LLGmZS&__tn__=-UC%2CP-R,Huỳnh Văn Hiếu,Thành viên,25 tháng 9,Mình đang tuyển mẫu uốn miễn phí có cắt ai làm ibox mình nha ,"{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/460851095_1583857022477372_619970610018886001_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeF1e5s3QAccb8YfewDV_i7SmycsvvxEHsWbJyy-_EQexT_UaRyty0DA8ijcU45ESDCR_n1gj1v7Ds7BQekTQyLV&_nc_ohc=FiLo5TBnh7IQ7kNvgFUsS1t&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=ArCNgXTYnBCvn-YPm576PvL&oh=00_AYDzfV_sNfBE2zyfy8oyJ5O9z-_JOusAoJyfdLszB1qW9w&oe=673FC6B4', 1: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/460964059_1583857032477371_3807136202014871566_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGPvHBAvdGIguMWQurP2eLic-kMkAuJ7Mxz6QyQC4nszLRIbE29-d7eQ5iF_CcKCrEYz5CEdGmLOp03pd4RgHE1&_nc_ohc=0PCpSGMDMycQ7kNvgEPUNol&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=ArCNgXTYnBCvn-YPm576PvL&oh=00_AYDnKPBDDH1tDThrGDo8K7gVuV5MBAcK2_kb1tzysLw0PA&oe=673FC38D', 2: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/460923223_1583857065810701_820359942218329118_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGWuvqPU4Qjn1mJ9J2z3Xb1k_fAIEEnp-iT98AgQSen6EtQYV53EsPq_REHtp5PuFTkqRS1qFwzmRAisY0FOLoW&_nc_ohc=mO6zNzUR3mwQ7kNvgFgcvxF&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=ArCNgXTYnBCvn-YPm576PvL&oh=00_AYAsXg9BtfxyctXmst_p9BtvRXEHHXHVv4O6LHboSX1oYA&oe=673F9C03'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,616.0,614.0,598.0,573.0,486.0
823,No link,Người tham gia ẩn danh,Thành viên,25 tháng 9,Chào mọi người!! Cho e hỏi trường mình thực tập bắt buộc phải thực tập ở các trường trên địa bàn tp Đà Nẵng hay có thể về quê thực tập ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': '.'}]",617.0,615.0,599.0,574.0,487.0
824,No link,Người tham gia ẩn danh,Thành viên,24 tháng 9,thi lại có cần bảo lưu kh ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,618.0,616.0,600.0,575.0,488.0
825,https://www.facebook.com/groups/1976889476160045/user/100057360505168/?__cft__[0]=AZV_OkvL4aGDTeWh8EjgaYmqFFVCqu09ssfXzlhoIQqQ15awUQZVDVcFqQb0ESFUxS55dHM6G93pHi6gHSqCd1sESznAtxxK2beh9N8WxJF58PATjclubVZ68GnM8iZYP4op5uTxdGutTUdBJefGVQSaeqTxQOs4XVntNyrISBYbch_XSRUYkXYF0MlrAmHKOuk&__tn__=-UC%2CP-R,Tuệ Lâm,Thành viên,24 tháng 9,18 trường đại học công lập được ưu tiên đầu tư phòng thí nghiệm bán dẫn,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,619.0,617.0,601.0,576.0,489.0
826,No link,Người tham gia ẩn danh,Thành viên,24 tháng 9,e ước được học full sáng chiều từ t2-7 như hồi cấp 3 tối đi học thêm mới thỏa cơn ham học này của e.!,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,620.0,618.0,602.0,577.0,490.0
827,No link,Người tham gia ẩn danh,Thành viên,24 tháng 9,Sao trai trường mình toàn trap ko vậy,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '4', 'Wow': 0, 'Buồn': '2', 'Phẫn nộ': 0}","[{'name': 'Đặng Thanh Phú', 'content': 'Quơ tr'}, {'name': 'Nhật Minh', 'content': 'Đức Hạnh trapboy cbc2 nhé'}, {'name': 'Nguyễn Trương Nguyên', 'content': 'Nguyễn Hữu Bảo Khanh thế nên ms quen trai bách khoa'}, {'name': 'Nguyễn Hữu Bảo Khanh', 'content': 'Nguyễn Trương Nguyên =)) yeah'}]",621.0,619.0,603.0,578.0,491.0
828,No link,Người tham gia ẩn danh,Thành viên,24 tháng 9,Ny không quan tâm mình nhưng đứa đang tán mình thì siêu có luôn ý. Bây giờ phải làm sao,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,622.0,620.0,604.0,579.0,492.0
829,No link,Người tham gia ẩn danh,Thành viên,24 tháng 9,"Chưa thích nghi được cuộc sống đại học, không được ở cùng chị
Khóc nhiều quá, giờ sao ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,623.0,621.0,605.0,580.0,493.0
830,No link,Người tham gia ẩn danh,Thành viên,24 tháng 9,Ngày 22/09 vừa rồi em có đi xem cuộc thi tài năng sinh viên khoa văn. Lúc về để quên cái cặp màu đen bên trong có quyển bố già. Mọi người ai tìm thấy cho em xin lại ạ.,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,624.0,622.0,606.0,581.0,494.0
831,No link,Người tham gia ẩn danh,Thành viên,23 tháng 9,"Em có nhặt được thẻ CCCD ở gần Trường ĐH Sư Phạm
Ai làm rớt thì liên hệ Em nhé.",{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/461159824_1074568254070859_3345236693360626517_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEx89j2GP9A-vYWHT1eq_ul34SpltOhIdzfhKmW06Eh3JSnc3tceC46OMf65SojanTCl_FOQWkg_FCA1nXGrDyp&_nc_ohc=UO-PUWr3biEQ7kNvgFu1OEU&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AtguAVSmGW-dzMNvoiVTzyT&oh=00_AYDjesd4aTLFIedXH7wAG3EVepq_b2eByPAXntJSo-w8KA&oe=673FA13C'},"{'Thích': 0, 'Yêu thích': '1', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,625.0,623.0,607.0,582.0,495.0
832,https://www.facebook.com/groups/1976889476160045/user/100063636951415/?__cft__[0]=AZUkFl_2ERAJP4G8sdR1sq8StOA3U_YiscspKn5HVCvpqmebGCJZREy-2yXfjNm6npdDjwlacwe9QJ97Am1ujmwA3iaM9ZhhizFP-dNrcx6GisRZqYIPb-0yTyGQz-IvQLZk51v2NldDsAqfB5-i7KfcQ-EGOqMBM06yJCvz7EAcoIWJ2_NwxW0Unll1xNcu55c&__tn__=-UC%2CP-R,Trần Thanh Duyên,Thành viên,23 tháng 9," TUYỂN DỤNG Tháng 9 Shopee Express  2024
3 Nhân viên kho đóng gói phân loại hàng cho shiper (350k ngày)
Độ tuổi 18-45tuổi
Đang cần 4 đến 6 Trực web online Hỗ Trợ Cho Các Bạn Ở Xa .. Nam-Nữ 18 Đến 35 Tuổi . Lương nhận theo ngày
CÔNG TY TNHH #SHOPEE EXPRESS
 Thời gian linh hoạt
-Lương trung bình: 6.5tr-9.5tr Triệu/ Tháng
+.Lương ngày 250.000 Vnđ + % hoa hồng.
+Ko yêu cầu bằng cấp, chưa có kinh nghiệm sẽ được training, tư vấn
 : Đảm bảo công việc ổn định, lâu dài và có partime.
Quan tâm inbox trực tiếp",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,626.0,624.0,608.0,583.0,496.0
833,No link,Người tham gia ẩn danh,Thành viên,23 tháng 9,"Cần tìm in4 mấy b trường mình đang học năm cuối, chuẩn bị ra trường hay vừa ra trường nhưng chưa tìm được công việc như ý ạ.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,627.0,625.0,609.0,584.0,497.0
834,No link,Người tham gia ẩn danh,Thành viên,23 tháng 9,cần 1 ng trap mình để mình quên nyc,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,628.0,626.0,610.0,585.0,498.0
835,No link,Người tham gia ẩn danh,Thành viên,23 tháng 9,Giờ mờ muốn nổi tiếng nhất trường là cần phải làm gì mọi người,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,629.0,627.0,611.0,586.0,499.0
