content,label,start
"Chất lượng vẫn ok, bao nạc không nhiều mỡ, thích hợp mình ăn kiêng DAS hoặc KETO",POS,4
Mình rất hài lòng về sản phẩm của shop,POS,4
Vải thô cứng,NEG,1
Đặt 2 áo thì 1 áo bị lỗi,NEG,1
Sẽ ủg hộ shop tiếp,POS,5
"Áo vải đẹp, form chuẩn",POS,4
Như áo ngực bà bầu và cho con bú,NEU,3
"Áo đẹp quá, cảm ơn shop nha, còn c tư vấn nhiệt tình quá tr,🤩🤩🤩",POS,5
Shop tư vấn nhiệt tình 😚 chăm sóc khách hàng tốt nữa,POS,4
Phù hợp so với giá tiền,POS,5
Sản phẩm có thể tạm chất nhận nhưng gửi nhầm sản phẩm,NEU,3
đã mua lần 2. 5 sao,POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn Giao hàng nhanh ung hộ Shop cho tg tiếp theo,POS,5
Bọc nilon vỏ túi mà vẫn lan mùi sang đồ gửi kèm,NEG,1
"mac ao rat thich, ao mai rat dep ,",POS,5
Shop đem sai,NEG,1
"Phần tay áo hơi dài, ngắn chút sẽ đẹp hơn",POS,4
Áo khác so hình,NEG,2
Tay áo may hơi ẩu,NEG,2
Màu áo không hề giống hình shop đăng,NEG,2
Nên có chọn size như vậy người mua chọn size sẽ chọn được size mặc vừa,NEU,3
Hàng y ảnh,POS,5
Len thô,NEG,2
giao k dung size,NEG,1
"Shop uy tín, chủ nhiệt tình, dễ thương, hàng đẹp",POS,5
Chất lượng sản phẩm kém,NEG,1
Đóng gói sản phẩm sơ sài,NEG,2
Nhưng phần ren tay của mình bị rách,NEU,3
E nhận được hàng r nha shop 💕💕 sp đẹp lắm nha,POS,5
Minh phin rui ma sao roi van nhiều,NEU,3
"Vải thô, nút áo ko giống trên hình, form áo xấu",NEG,1
Nhận hàng mà ngỡ như mình bị lừa,NEG,1
,POS,5
Nếu không thì vứt hết,NEG,1
Mức giá còn phải chăng nữa,NEU,3
Chất đc,NEG,2
Shop giao ko đúng size,NEG,1
Chỉ dư nhiều,NEG,2
"Sp ok so vs giá, cơ mà đường may tay và cổ áo hơi cẩu thả:(((",NEG,2
Son auth,POS,5
Hàng khá thất vọng. :( Chất lượng sản phẩm tạm được,NEG,2
"Giao ko đúng màu Khăn mỏng ko xứng đáng đồng tiền ,khăn bị lem nàu",NEG,2
Áo rộng,NEU,3
Mong shop chú ý,NEU,3
"Kiểu dáng váy thì đẹp, nhưng mặc mùa hè thì nóng, k thấm mồ hôi",NEU,3
Tks shop,NEU,3
Mua 3 áo mà giao 2 áo mẫu như hình còn 1 áo kiểu khác vải xấu mỏng k đáng tiền,NEG,1
Thời gian giao hàng nhanh Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt,POS,5
Áo chất cottong cong dã,POS,5
Chất lượng sản phẩm kém,NEG,1
Thời gian giao hàng SIÊU NHANHHH ♥️,POS,4
Vải đẹp nhưng mặc hơi nóng,NEU,3
Tiếc là ko có size nhỏ,POS,4
Shop nên may thêm lót vải bên trong :),NEU,3
Chất lượng áo bình thường,NEU,3
Sách đẹp,POS,4
"Đặt 3 món, thanh tiền 3 món, mà giao có 2 món",NEG,1
Giầy đi nhẹ và khá êm chân,POS,4
à quên.. son như kiểu bị mở ra rồi ý ạ.. nắp son dính son.. hic.. nhưng e dùng nên ksao ạ,POS,4
Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm Rất không đáng tiền,NEG,1
"Khá là khó chịu khi đã có ghi trước khi đi gọi trước để check địa điểm, bên giao hàng đã gọi nhưg KH khôg nhận được cuộc gọi đó, vẫn đến giao và bấm chuôg nhà inh ỏi, có nghĩ nếu KH ko có nhà sẽ phiền đến nhữg người xug quanh, nếu tôi khôg nhận duoc bạn lại mất côg đi",NEG,1
Sẽ ủng hộ shop lâu dài,POS,4
"Quần zin trơn tui đặt màu xám mà đưa màu gì đâu k à, xấu hoắc, k giống với hình ảnh",NEG,1
Form rất đẹp,POS,5
"Mùi dễ chịu, chỉ tiếc là mỗi lần rút ra lại dính vào nhau, khó lấy từng tờ nên hơi bất tiện mỗi khi dùng 1 tay",POS,5
Không như mong đợi lắm,NEU,3
Vải bi đổ long,NEG,2
Shop phục vụ rất kém,NEG,1
Mình đặt kẻ trắng shop lại giao kẻ đen,NEU,3
Hàng y hình mà nhận hàng thì áo hơi dơ,NEG,2
Đóng gói sản phẩm xấu,NEG,2
Mình chỉ muốn nói là trên cả tuyệt vời,POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ưng lắm luôn nha shop ❤️❤️❤️,POS,5
Mua màu be mà nhận hàng giống màu mỡ gà,NEG,2
"Máy đẹp tuy nhiên lúc đầu tưởng máy ko có kèm pin nên hoang mang, shop đã liên hệ xin lỗi mình với lý do sơ sót lúc soạn hàng và đã hứa gửi bổ sung pin máy cho mình, thật cám ơn shop mình đánh giá lại 5 sao và sẽ ủng hộ tiếp",POS,5
Ban đầu mình còn tưởng rửa tay xong nó còn mảnh giấy nhưng mà nó rã luôn,NEU,3
Chưa sd nên chưa biết chất lượng,NEG,2
Áo và quần chip mặc thích lắm,POS,4
Shop phục vụ rất kém,NEG,1
"Áo sơ mi ok, có chức dài nhưng mặc vơí quần âu ok",POS,4
Mua lần 2 của shop vẫn thấy perfect,POS,5
Vải mịn mát nên thôi 5 sao,POS,5
Mình đã đổi size L rồi nhưng vẫn ko vừa,NEU,3
Hang qua dêu khong giong nhu hình đặt,NEG,1
"Sau đó nt thì kh trả lời , số tiền kh lớn lao gì chỉ có 70k thôi nhưng shop kh có trách nhiệm , và con lấy thông tin của khách hàng đi đặt đồ ở 1 shop khác .. như vậy có đc gọi là vô văn hoá kh nhỉ",NEG,1
Giá cả lung tung xèng,NEG,2
Thời gian giao hàng nhanh,POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
Giao không giống hình,NEU,3
Chân hơi to nên chọn size giày nhìn thô quá😅😅😅,NEU,3
Tuyệt vờii 😍😍,POS,5
Phải ghì mạnh mới rõ nét bút,NEU,3
Căng mịn dã man,POS,5
Đồ y như hình,NEU,3
Chất mềm và mịn,POS,5
Mà size 2xl chỉ vừa với người 60kg đổ lại,NEU,3
Từ form đến chất vải,POS,5
Lại cho mình 2 trắng 1 da,NEU,3
Váy caro rất đẹp,POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Khi lấy hàng nên giặt 1 lần trước khi mặc vải sẽ mềm đẹp hơn,POS,5
Vải bao đẹp,POS,5
Gửi áo rách cho khách hàng,NEG,1
Rất đáng tiền .cảm ơn shop,POS,4
"Vải mát nhưng nhăn quá, mặc mới có 15ph ngồi thôi mà đã nhàu như thế",NEG,2
Đợi miết rốt cuộc giao nhầm sản phẩm khác cho mình,NEG,1
Thời gian giao hàng rất nhanh Nhưng hộp bột sữa bị rơi lắc cả ra ngoài túi nilon bọc,NEU,3
Cám ơn shop nhe,POS,4
Chất lượng sản phẩm tuyệt vời!!!,POS,5
Giao nhanh nữa,NEU,3
"hàng shop rất đẹp, Chất lượng sản phẩm tuyệt vời",POS,5
Áo cũng OK,POS,4
Đường chỉ ko chắc chắn,NEG,2
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém,POS,5
Tặng kèm gối đi xe cho bé dễ thương ❤️,POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
"chất đẹp,giá rẻ,nhưng ship 40k đắt quá",NEU,3
Sản phẩm bình thường,NEU,3
"shop nhiệt tình tư vấn , giao hàng nhanh , vải đep nha",POS,5
Hàng nhận ko giống bài đăng,NEG,2
"Hơi thất vọng vì box ko phải box vans, giày đẹp",NEG,2
Sine xl kêu là 60 đến 70 kg mặc vừa .mà mặc dc cái áo ko mặc dc quần,NEU,3
- Mình thấy khô gà hơi dở..,NEG,1
Shop giao áo bị lỗi....,NEG,1
"Gà ngon và đậm đà, nhưng em nhờ shop lấy cho em loại không có lá chanh, mà shop lại giao cho em loại có lá chanh",NEU,3
tất vải thừa và mau giãn ..,NEG,1
Chất mềm mịn mát,POS,5
Khi giao lại giao xl,NEG,2
Nhưng mong shop chú ý gói hàng kỹ hàng nhé,NEU,3
Hàng Okie,POS,5
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh đóng hàng hơi xấu,POS,4
Giao sai r nói khách hẹp hòi ảnh đánh 2 stt 56 thay vì xin lỗi và có trách nhiệm vs thông tin đăng bán,NEG,1
Mình sẽ ủng hộ thêm,POS,5
"Vô trách nhiệm, rất vô trách nhiệm",NEG,1
Giao hàng nhanh,POS,4
Quá thất vọng,NEG,1
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, nhưng đóng gói làm sao mà rách cả túi thía bạn !!!",NEU,3
Đóng gói sản phẩm chắc chắn Giao hàng chậm,NEU,3
"Chất lượng sản phẩm tốt, chỉ mong cập nhật thêm vụ có tem niêm phong",NEU,3
"Sau liên hệ, phải tự đến lấy",NEG,1
"chất vải còn khô cứng , mặc vào còn xước người, nói chung tạm ổn",NEU,3
Chất nóng,NEG,2
Vì giá rẻ,NEU,3
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,NEG,1
"Hàng rất đẹp, giao nhanh",POS,5
"Nút tắt bị liệt, đèn k sáng",NEG,2
"Hàng siêu đẹp ạ 😋 cảm ơn shop nhiều, lần sau sẽ tiếp tục ủng hộ shop",POS,5
Ko cả buồn xem áo sz S mình mang đến đối chứng vậy mà nói là mình ko biết gì,NEU,3
Sẽ ủng hộ shop lần sau,NEU,3
Quần quá đẹp luôn ạ,POS,5
Chất rất oke,POS,5
"Đóng gói cẩn thận nè, lúc trước mua 1 chai nhưng date của 2017 check mã vạch hàng chính yên tâm dùng",POS,5
Chất hơi bị chẹp lun,POS,5
Mỏng tiền nào của đó,NEG,2
Chắc phải sửa lại chút chút ♥️♥️♥️,POS,5
"Giao hàng nhanh, hơi rít mặt, cảm giác chống nắng chưa thật sự tốt",NEG,2
Mua lầm đây là đồ chơi của trẻ con,NEU,3
Shop rất thái độ với khách hàng,NEG,1
Dễ lộ ti do vải đắp ngực tiết kiệm quá,NEG,1
cực xinh có đềi hộp bị mốp :((((((,POS,4
"Chất thun mặc nóng, size nhỏ",NEG,2
Chất lượng sản phẩm tạm được chữ bị lỗi,NEG,2
màu hơi lem 1 chút :((,NEG,2
Váy xinhhhhh,POS,5
ưng lắm luôn ý shop ơi còn đc tặng quà nữa sẽ ủng hộ shop dài dài,POS,5
Đặt mua quần nâng mông mà gửi cho quần cạp chéo,NEG,2
Có áo bị rách,NEG,1
"Mình đã mua hàng lần 2.Quần mặc đẹp, chất liệu vải thun lạnh mặc mát và thoải mái khỏi chê vào đâu đc.Nên mua hàng này mặc các bn ạ.Giá quần thì rẻ.Sẽ ủng hộ shop này lâu dài",POS,5
Vải k dày dặn,NEG,1
Phân phát cho không họ bảo không dùng loại này,NEU,3
Thời gian giao hàng nhanh Thời gian giao hàng nhanh,POS,5
Không có dây cúc điều chỉnh to nhỏ bụng như ở mô tả sp,NEU,3
"Sp y hình, vải Ok",NEU,3
Tuy nhiên shop k support dù online thường xuyên,NEG,1
Túi đẹp như hình,POS,4
Lần đầu tiên mua hàng giá rẻ trên shoppe mà chim ưng như vậy,POS,5
Măjc cứ bị tụt ý :(( Chất quần 20k mặc thích hơn nhưng với giá này thì chất liệu cũng dc,NEU,3
"Chất lượng sản phẩm rất kém, quần ngắn hơn so với thực tế, vải cứng, ống to, đường may ẩu, Nchung k nên mua, phí tiền 😫",NEG,1
Thất vọng!!!,NEG,1
Quần xinhhhhh ạ,POS,4
Vải đẹp y hình,POS,5
"Mình mua 5 voucher, 1 combo 2 và 3 lẻ",NEU,3
Quần này thường form rộng,NEG,2
Cực kì ưng ý,POS,5
Đóng gói thì bình thường,NEU,3
Đồ ok lm tg giao hàng chậm,NEU,3
"Thích cái tên người nhận chủ shop viết haha, váy lên dáng xinh lắm nhưng k chụp đc ảnh fb cho chủ shop rồi vì bận quá,hẹn cái váy sau nha",POS,5
hang tốt.đẹp,NEU,3
"Đế dán keo nhìn ko chắc lắm, Thời gian giao hàng nhanh",POS,4
Thiếu áo mà chưa trả hàng ạ,NEG,1
Nhìn bên ngoài là kẻ xanh k phải đen,NEU,3
"Chất lượng sản phẩm kém, chi tiết đế bị rỗ nhiềuL",NEG,1
Chất lượng sản phẩm tuyệt vời,POS,5
Mình đặt Gà xé cay mà sp ko có cay,NEU,3
Phù hợp với giá,NEU,3
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, hàng đẹp, chất",POS,5
Quần hệt như hình,NEU,3
Chất lượng sản phẩm kém,NEG,1
Ko hài lòng vì màu ko như ý,NEG,1
Pin 5c cua 1280,NEU,3
"Chất vải ko giốg như hìh, thô và cứg hơn nhìu",NEG,1
"Vải thô mặc hơi nóng, dễ bai xù nếu ai kĩ tính quá thì ko nên mua kẻo tội shop",NEG,2
Hàng đẹp như hình,POS,4
Đẹp mà quá too,NEU,3
Là 1 lớp mỏng,NEU,3
chất lượng kém Shop phục vụ rất kém,NEG,1
Quần ok so với giá tiền,NEU,3
Shop phục vụ tạm được,NEU,3
Ngày SX 30/11/2017 bây giờ là tháng 11 /2018 rồi mà shop,NEG,1
Đẹp :),POS,5
Vải xấu,NEG,1
Cái áo trong hình thì dài:))mà giao như áo nửa lưng:))thất vọng:)))))Ae đừng mua nhé:)))Buôn bán cho đàng hoàng vào:))Shop bán như QUẦN:))),NEG,2
"Đẹp tuyệt nên chán 😂😂😂 kiểu mẫu mã y hình, vải êm lắm",POS,4
Chất xấu ko giống trong hình,NEG,1
Chắc chắn sẽ mua tiếp,POS,5
Shop tu van nhiet tinh,POS,5
Chất lượng phù hợp với 34k,POS,5
thiếu hàng,NEG,1
Thời gian giao hàng chậm Đóng gói sản phẩm kém...size 40 như size 38 vay..mang ko vừa..,NEG,1
"Hàng k giống hình ,áo k trắng tinh mà là trắng ngã vàng giống như áo cũ vậy...nhan hang bực minh ghe",NEG,1
Dạo này shopee giao hàng rất chậm,NEU,3
Vải dày dặn,NEU,3
Giờ mới có hình ahihi,POS,4
"Duong may hoi au, cac diem doi xung khong bang nhau bi lech ph hop gia tien",NEG,2
"Quần mặc vừa vặn, màu xinh",POS,5
Hàng đẹp,POS,5
Áo lúc nhận .khác xa so với ảnh mẫu .logo bé tí .chất áo ko đẹp .nhắn tin cho shop về hàng lúc nhận ko thấy phản hồi lại .thiéu trách nhiệm .tóm lại là ko có lần 2,NEG,1
Phù hợp giá tiền,NEU,3
Mềm quá,POS,4
Áo vừa đặt bàn là là rách luôn,NEG,1
Hàng bị lỗi,NEG,1
Áo k giống hình tay ngắn shop bán hàng ib k rep :))) Chất lượng sản phẩm rất kém,NEG,1
"xấu,không đều, lỗi ở cánh tay, vải cát bình thường, người 46 kg mặc rộng, giao hàng chậm",NEG,1
"form áo vừa vặn, tay áo hơi chật với mình",NEU,3
Có cải thiện cách đóng gói,NEU,3
Chất liệu mềm mịn,NEU,3
TK 😘,NEU,3
"Hàng mới nhận váy đen bị rách 1 ít ở phần cổ tay, chịu khó may lại chắc cũng ok",NEG,2
"Chất lượng ổn nhưng k bằng quần giống y vậy 20k/cái ạ, vì tiền nào của nấy mà",NEU,3
Giao hàng hơi lâu,NEG,2
^^,POS,4
Liên hệ đổi giày thì mất nửa tháng vẫn không nhận được giày trong khi đặt đơn mới thì chỉ 2 ngày là đã nhận được,NEG,1
Hạn hán lời !!,NEG,2
"Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp",NEU,3
"chất nóng, nói chung ko ưng",NEG,1
K hài lòng về cách mô tả sp của shop dẫn đến việc nhận đc sp k dùng đc,NEG,2
Keo dùng tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Shop phục vụ rất kém Rất không đáng tiền,NEG,1
Chị chủ nhiệt tình tư vấn,POS,5
"Bạn giao hàng nhầm cho mình rồi, mình đặt màu trắng, bạn giao màu xám",NEU,3
Cũng đáng tiền với chất lượng,NEU,3
Giá cả chấp nhận được Thời gian giao hàng tạm được Thời gian giao hàng tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được,NEU,3
Vẫn lấy 20k tiền Ship,NEU,3
Trên hình là áo trễ vai nhưng giao lai k trể vai đc. rất to,NEG,2
Vải xấu,NEG,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
Shop còn thân thiện nữa 😘😘😘,POS,4
Hang đep mà đơt trước áo da bò may tay meo hóa khach mới măt vô là súc lên môt khúc,POS,5
Rất ưng,POS,5
"chất vải đẹp,nhưng giao nhầm màu chon màu be ma giao màu khác",NEU,3
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.ung y về sp,POS,5
"Ăn muốn ná thở,chỉ có đĩa cơm cuộn là phần ngoài combo thui",POS,5
"Hàng hơi khác hìn,nhưng cũng tạm đk",NEG,2
Chất mỏng xù giao hàng nhanh,NEU,3
Mùi nghệ không thơm,NEG,2
Giặt ra màu tanh bành,NEG,1
Nhưng vẫn cho shop 5 sao vì Shop phục vụ khá tốt Thời gian giao hàng nhanh,POS,5
Chất lượng sản phẩm rất kém Rất không đáng tiền lần sau không mua ở shop này,NEG,1
Đặt màu đen giao màu ghi,NEG,1
"Rất hài lòng, màu đẹp như hình, chất mềm mịn",POS,5
Tôi thấy rất ưng ý về sản phẩm này,POS,5
Sản phẩm đúng hinh,NEU,3
Bộ chặt,NEG,1
"Đầm rất đẹp, rất đáng tiền",POS,5
Size hơi nhỏ so với mình nghĩ,NEG,2
Chất lượng sản phẩm rất kém,NEG,1
Có điều bao bì bị rách,NEU,3
- Đóng gói: Nên cho vào cái hộp giấy đóng gói thể hiện sự tôn trọng khách hàng thay vì quấn túi bóng đen ngòm trông hơi nhếch nhác,NEG,2
Mặc dù thời gian giao hàng hơi lâu 1 chút,NEG,2
Ko hai long lăm,NEG,2
"Đóng gói sản phẩm rất đẹp và chắc chắn, áo đẹp như hình luôn giao hàng cực nhanh",POS,5
Chất liệu đẹp,POS,5
"Túi rác rất dai, dùng thích",POS,4
"Giao hàng đúng giờ, đóng gói sản phẩm rất kỹ và cẩn thận",POS,4
Mặc ok,POS,4
"😅 mới mua flashsale giá 109k, giờ thấy giảm còn 99k 😛 mốt hết mua tiếp cho anh xã",POS,5
Chất quần mềm,NEU,3
"gói hàng cẩn thận, bên shop giao hàng cho bên vận chuyển nhanh chóng tuy nhiên bên vận chuyển giao lại cho khách thì khá lâu, đã check hàng chuẩn auth nhé mn, mới nhận hàng chưa dùng nên k thể đánh giá 9 xác chất lượng được tuy nhiên thì có mùi thơm mình rất thích nhẹ dịu k cần phải dùng mước hoa",POS,4
"Chưa sd,nên chưa biết chất lượng đánh giá sau,người giao hàng dễ thương",POS,4
Thời gian giao hàng rất nhanh,POS,5
Tại sao lại không có 😤😤😤😤,NEG,1
Tay hơi dài nhưng vẫn đẹpppp.giá cả tuyệt vời,POS,4
"Chưa biết sau này sao nhưng bây h thì rất tốt, giày nhẹ êm ái rất đáng tiền",POS,4
Sp bị rách mà cũng giao cho khách,NEG,1
"Túi bị méo mó nhìn mà buồn mặc dù túi đẹp, y như hình",NEG,2
Kiểu dáng được nhưng chất vải hơi nóng,POS,4
Nhưng good,POS,4
Shop phục vụ rất tốt Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời,POS,5
Chất lượng sản phẩm tuyệt vời Đuóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,POS,5
"Size s mà rộng quá, vải xấu",NEG,1
Hộp bị rách,NEG,2
Mình rất thích,POS,5
Phù hợp với giá tiền <3,POS,5
Chất lượng sản phẩm tuyệt vời,POS,5
"Chất lượng sản phẩm kém, miếng mút bên trong áo móp méo ko tròn quả dù đã cố gắng chỉnh cho vào nếp",NEG,2
"Vải không thích lắm, Đóng gói sản phẩm rất đẹp và chắc chắn",NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn form đẹp vải ok,POS,5
Chất lượng sản phẩm tot nhung hoi mong,POS,4
Như áo ba mình mặc,NEU,3
Giải quyết lâu,NEG,2
Giống y hình,POS,5
Xin ban hang hay co tam 1 xiu,NEG,1
Đẹp nhưng chật,NEG,2
Còn đặt thì lấy lên Size,NEU,3
Tôi không thích,NEG,1
sản phẩm thì ok Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nhưng sản phẩm thì hơi nhỏ xin shop có quảng cáo thì nên để kích thước để khách dể tham khảo,NEU,3
Áo đẹp lắm í,POS,5
Shop ko cho xem hàng trc khi lấy,NEG,2
Mình tưởng 1 miếng ai ngờ shop gửi 5 miếng,NEU,3
"Áo xinh ạ, đẹp hơn em nghĩ, dù giao hàng hơi lâu 👌",POS,4
Form đẹp,POS,5
Vãi tuy mỏng nhưng với giá tiền thế này là ổn rồi,NEU,3
Ngon đấy nhẹ nhưng gói hàng chán quá,NEU,3
Vải bị mốc,NEG,1
Áo K giống hình,NEG,1
Không bao h mua của shop này nữa,NEG,1
"Giao hàng nhanh, đủ, đúng",POS,4
"Chất lượng vải k giống hình , quá mỏng k ma",NEG,2
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Shop phục vụ tạm được Giá cả chấp nhận được Thời gian giao hàng nhanh,POS,4
"Quảng cáo chai 1 lít, giá 105k",NEG,2
"Thời gian giao hàng rất nhanh, áo trắng và đen chất đẹp còn 2 kẻ thì ko đẹp bằng, bị rách 1 chút trên cổ áo",NEU,3
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,POS,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,POS,5
Chất lượng sản phẩm tuyệt vời,POS,5
Shop hãy xem xét lại ạ,NEG,1
Đợt này ko thơm như mỏi lần,NEU,3
Thời gian giao hàng nhanh Thời gian giao hàng tạm được,NEU,3
Cảm ơn shop,POS,5
Chỉ bên giao hàng chậm quá,NEG,2
chất ok.may dep.sẽ ủng hộ shop nh,POS,4
Chất lượng sản phẩm tuyệt vời Chị chủ dễ thương lại còn tặng quà nữa,POS,5
Đóng gói sản phẩm kém Shop phục vụ kém,NEG,1
Đóng gói sản phẩm rất chắc chắn Thời gian giao hàng rất nhanh,POS,5
Hàng đẹp y hình,POS,5
Áo lên form rất xinh,POS,4
Nhắn tin không rep,NEG,1
Form giày bé nên lấy lên 1s,NEU,3
Áo cho trẻ em mặc thì vừa,NEG,2
Chất lượng sản phẩm tạm được Vải hơi mỏng,POS,4
Mùi len hơi nặng đã giặt nhưng vẫn còn nặng mùi,NEG,1
Giao hành nhanh,POS,4
"100k tưởng đẹp hơn nhg lại y hệt bộ 70k mình mua, hx",POS,5
Nhưng shop phục vụ tốt,POS,4
Nhìn như vải bao tải ấy,NEG,1
Thời gian giao hàng nhanh,POS,5
Form quá rộng nên chỉ hợp ai 55kg trở lên,NEU,3
Chất lượng sản phẩm tạm được Thời gian giao hàng tạm được,NEU,3
Tam xai dc,NEU,3
Đẹp nhưng bị nhầm size ạ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
Chất lượng sản phẩm tuyệt vời.mỗi tội hơi ồn kêu to quá hihi,POS,5
"Đặt 3 món mà giao sai 2 món,nt shop ko thèm trả lời",NEG,1
Áo mỏng cực kì,NEG,2
Nhận dc hàng ưng í lắm nhé,POS,5
Vậy là oke so với giá tiền rồi,POS,5
Nhưng shop k báo size với khách gửi size k vừa,NEU,3
Chất lượng sản phẩm tuyệt vời hàng rất ok nha ❤ anh còn tặng 1 thanh ram nữa 😍 cảm ơn anh rất nhiều ❤,POS,5
Chất vải nóng nhưg 85k là giá hợp lí,NEU,3
"Chất lượng sản phẩm khá đẹp, nhưng không như ý nghĩ lắm",POS,4
Sáng quắc,NEG,2
Shop phục vụ rất tốt,POS,5
Áo hơi to ...,NEG,2
"Mẫu đẹp y hình, Thun đẹp",POS,4
Chất lượng tuyệt vời. sẽ tiếp tục ủng hộ shop,POS,5
Shop phục vụ rất tốt,POS,4
Nên tăng thêm sz vì sz quần hơi bé,NEU,3
Đã vậy chất liệu màu đỏ khác với 2 cái màu đen nữa,NEG,1
Chỉ bung hết ra,NEG,2
Chất liệu đẹp,NEU,3
Đáng tiền,POS,5
Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,POS,5
Shop tư vấn nhiệt tình,POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền mak shop rep chậm nhak,NEU,3
"Minh thich lung cao nhu hinh hon, vai rat min, ok",POS,4
Sẽ ủng hộ shop dài dài,POS,5
"Keo viền da không chắc chắn, cạo là tróc ra",NEG,2
Ko đẹp bằng áo dài tay mua trước tết,NEG,2
"Áo mút mỏng, ko nâng",NEU,3
"đóng gói tốt, mở ra thấy thơm nức nhưng k biết tại máy nhà m giặt thời gian lâu hay sao mà quần áo k thơm",POS,5
Tuyệt vời mình sẽ ủng hộ tiếp,POS,5
Ban chu shop rat co tam luon a,POS,5
Gì vãi mõng thấy cả đồ lót,NEG,1
Áo đẹp chuẩn hình form rộng mặc thoải mái,POS,5
Thương hiệu này từ nhỏ tôi hằng mơ ước,POS,5
Chất lượng sản phẩm tạm được Giá cả chấp nhận được Thời gian giao hàng nhanh,NEU,3
Tam Đượ,POS,4
Vải đẹp,NEU,3
"Nhưng giao hàng không đúng ngày, gây khó khăn trong việc nhận hàng",NEU,3
Sẽ ủng hộ shop dài dài,POS,4
Giao nhầm sz,NEG,1
Thời gian giao hàng rất nhanh,POS,4
Thanks 😍,POS,5
Tôi rất thích sản phẩm này,POS,5
Cảm ơn shop,POS,5
"Soạn hàng đủ đúng phân loại, mua 19 món ưng ý hết 19 ♥️",POS,5
kem bên trong là màu trắng khác với kem ngày là màu vàng nhẹ .thời gian giao hàng chậm,NEU,3
Mình mua 4 sp,NEU,3
cục sạc hỏng ngay từ lần đầu sử dụng,NEG,1
Chất vải hơi nóng.nhưng dày dặn và in hình đẹp,NEU,3
Ko như mong muốn,NEG,2
"Áo đẹp, mặc lên rất dễ thương",POS,5
Ko lắp đc,NEG,1
Mới nhận về sạc ko lên cứ 1 vạch nản mình bộ đội ko ra ngoài đc,NEG,1
"Vải ổn, nhưng hơi mỏng",POS,4
Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn.Shop phục vụ rất tốt,POS,5
Vải hơi xấu,NEG,2
Sản phẩm gói rất đẹp,NEU,3
Sản phẩm ko mềm mịn như đầu dù đã mua gần 100 chiếc của shop,NEG,1
"Tay áo may hơi ẩu, mẫu giống hình",NEG,2
Hàng rất Cute va giao hang nhanh shop rat nhiet tình va chu dao,POS,4
Sản phẩm màu đậm xanh lét như màu mực vậy trông ghê,NEG,1
Đường cắt may ẩu quá nên bị xổ,NEU,3
Đóng gói sản phẩm ko cẩn thận,NEG,1
Áo khá ok,POS,4
Rồi sẽ có ngày shop dẹp tiệm,NEU,3
"Màu hơi khác so với ảnh nhưng cũng đc,",NEU,3
Băng đo nhỏ quá,NEG,2
Nghe đc 1 ngày sau thì 1 bên to 1 bên nhỏ,NEG,2
